,0,3OH10,chitooctaose,eATP,self,sflg,sIF1,smock,snlp,sOGs,spep,sPGN
7040,AT3G52390,0,0,0,1,0,0,0,0,0,0,0
7041,AT3G52400,1,1,1,1,1,0,0,1,1,1,0
7042,AT3G52430,0,1,0,1,1,0,0,1,1,1,0
7043,AT3G52450,1,1,0,1,1,0,0,1,1,1,0
7044,AT3G52470,0,0,0,1,1,0,0,1,1,1,0
7045,AT3G52490,0,0,0,0,1,0,0,0,0,0,1
7046,AT3G52500,0,0,0,1,0,0,0,0,0,0,0
7047,AT3G52520,1,1,0,1,1,0,1,1,1,1,0
7048,AT3G52530,0,0,0,0,0,0,0,0,1,0,0
7049,AT3G52540,0,0,0,0,1,1,0,0,0,1,0
7050,AT3G52610,0,0,0,0,0,0,0,0,0,1,0
7051,AT3G52630,0,0,0,1,0,0,0,0,0,0,0
7052,AT3G52640,0,0,0,1,1,0,0,1,0,1,0
7053,AT3G52710,0,0,0,1,1,0,0,1,1,1,0
7054,AT3G52748,0,0,0,1,1,0,0,0,1,1,0
7055,AT3G52760,0,0,0,1,0,0,0,0,0,0,0
7056,AT3G52770,0,0,0,0,1,0,0,0,0,0,0
7057,AT3G52800,0,1,0,1,1,0,0,1,1,1,0
7058,AT3G52820,0,0,0,1,0,0,0,1,0,0,0
7059,AT3G52840,0,0,0,1,0,0,0,0,0,0,0
7060,AT3G52850,0,0,0,1,0,0,0,0,0,1,0
7061,AT3G52870,0,0,0,1,1,0,0,1,1,1,0
7062,AT3G52880,0,0,0,1,0,0,0,0,0,0,0
7063,AT3G52890,0,0,0,1,1,0,0,0,0,1,0
7064,AT3G52900,0,0,0,0,0,0,0,0,0,0,1
7065,AT3G52910,0,0,0,0,0,0,0,0,0,0,1
7066,AT3G52930,0,0,0,1,0,0,0,0,0,0,0
7067,AT3G52940,0,0,0,1,0,0,0,0,0,0,0
7068,AT3G52950,0,0,0,1,1,0,0,0,0,1,0
7069,AT3G52990,0,0,0,1,0,0,0,0,0,0,0
7070,AT3G53000,0,0,0,1,1,0,0,1,0,1,0
7071,AT3G53110,0,0,0,1,0,0,0,0,0,1,0
7072,AT3G53120,0,0,0,1,1,0,0,1,0,1,0
7073,AT3G53150,0,0,0,1,1,0,0,1,1,1,0
7074,AT3G53160,0,0,0,1,1,0,0,1,0,1,0
7075,AT3G53170,0,0,0,0,1,0,0,0,0,0,0
7076,AT3G53180,0,0,0,1,1,0,0,1,1,1,0
7077,AT3G53200,0,0,0,0,1,0,0,0,0,1,0
7078,AT3G53220,0,0,0,0,0,0,0,0,1,0,1
7079,AT3G53230,0,0,0,1,1,0,0,1,1,1,0
7080,AT3G53232,0,0,0,1,0,0,0,0,0,1,0
7081,AT3G53260,0,0,0,1,1,0,0,1,1,1,0
7082,AT3G53270,0,0,0,1,1,0,0,0,0,1,0
7083,AT3G53280,0,1,0,1,1,0,0,1,0,1,0
7084,AT3G53310,0,0,0,0,0,0,0,0,0,1,0
7085,AT3G53350,0,0,0,1,0,0,0,0,0,0,0
7086,AT3G53360,0,0,0,0,1,0,0,0,0,0,0
7087,AT3G53365,0,0,0,1,1,0,0,0,0,0,0
7088,AT3G53390,0,0,0,0,0,0,0,0,0,1,0
7089,AT3G53440,0,0,0,1,0,0,0,0,0,1,0
7090,AT3G53480,0,0,0,1,1,0,0,0,0,1,0
7091,AT3G53490,0,0,0,1,1,0,0,0,0,1,0
7092,AT3G53520,0,0,0,1,1,0,0,0,0,1,0
7093,AT3G53540,0,0,0,0,0,0,0,1,0,1,0
7094,AT3G53560,0,0,0,1,0,0,0,0,0,0,0
7095,AT3G53590,0,0,0,0,1,0,0,0,0,1,0
7096,AT3G53600,0,0,0,0,1,0,0,0,0,1,0
7097,AT3G53650,0,0,0,1,0,0,0,0,0,1,1
7098,AT3G53690,0,0,0,1,0,0,0,0,0,0,0
7099,AT3G53700,0,0,0,1,0,0,0,0,0,0,0
7100,AT3G53710,0,0,0,1,1,0,0,0,0,0,0
7101,AT3G53720,0,0,0,1,1,0,0,1,0,0,0
7102,AT3G53760,0,0,0,1,0,0,0,0,0,0,0
7103,AT3G53780,0,0,0,1,1,0,0,1,1,1,0
7104,AT3G53810,1,1,0,1,1,0,0,1,1,1,0
7105,AT3G53880,0,0,0,1,0,0,0,1,0,1,0
7106,AT3G53920,0,0,0,1,0,0,0,0,0,0,0
7107,AT3G53930,0,0,0,1,1,0,0,0,0,1,0
7108,AT3G53940,0,0,0,1,0,0,0,0,0,0,0
7109,AT3G53950,0,0,0,0,1,0,0,0,0,0,0
7110,AT3G53960,0,0,0,1,1,0,0,0,0,0,0
7111,AT3G53970,0,0,0,1,0,0,0,0,0,0,0
7112,AT3G53980,0,0,0,0,0,1,0,0,1,1,1
7113,AT3G53990,0,0,0,0,1,0,0,0,0,0,0
7114,AT3G54000,0,0,0,1,0,0,0,0,0,1,0
7115,AT3G54010,0,0,0,0,0,0,0,1,0,1,0
7116,AT3G54020,0,0,0,1,1,0,0,0,1,1,0
7117,AT3G54030,0,0,0,1,1,0,0,0,0,1,0
7118,AT3G54040,0,0,0,1,1,0,0,0,1,0,0
7119,AT3G54050,0,0,0,1,0,0,0,0,0,0,0
7120,AT3G54100,0,0,0,1,1,0,0,1,1,1,0
7121,AT3G54110,0,0,0,1,0,0,0,1,0,1,0
7122,AT3G54120,0,0,0,1,1,0,0,0,0,1,0
7123,AT3G54130,0,0,0,1,1,0,0,0,0,1,0
7124,AT3G54140,0,0,0,1,1,0,0,0,1,1,0
7125,AT3G54150,1,1,0,1,1,0,0,1,1,1,0
7126,AT3G54160,0,0,0,0,0,0,0,1,0,0,0
7127,AT3G54170,0,0,0,0,1,0,0,1,0,1,0
7128,AT3G54180,0,0,0,1,0,1,0,0,0,0,1
7129,AT3G54200,0,0,0,1,1,0,0,1,1,1,0
7130,AT3G54220,0,0,0,1,0,0,0,0,0,1,0
7131,AT3G54280,0,0,0,0,0,0,0,0,0,1,0
7132,AT3G54300,0,0,0,1,0,0,0,0,0,0,0
7133,AT3G54320,0,0,0,0,0,0,0,0,0,1,0
7134,AT3G54340,0,0,0,0,0,1,0,0,1,0,1
7135,AT3G54360,0,0,0,1,0,0,0,0,0,0,0
7136,AT3G54363,0,0,0,0,0,0,0,0,0,1,0
7137,AT3G54380,0,0,0,0,0,0,0,0,0,1,0
7138,AT3G54390,0,0,0,0,0,0,0,0,0,0,1
7139,AT3G54400,0,0,0,1,0,0,0,0,0,0,0
7140,AT3G54410,0,0,0,1,1,0,0,0,0,0,0
7141,AT3G54420,1,1,0,1,1,0,0,1,1,1,0
7142,AT3G54460,0,0,0,1,0,0,0,0,0,0,0
7143,AT3G54510,0,0,0,0,0,0,0,0,0,1,0
7144,AT3G54540,0,0,0,1,0,0,0,0,0,0,0
7145,AT3G54580,1,0,1,1,1,1,1,0,1,1,0
7146,AT3G54590,1,0,0,0,0,1,1,0,0,1,0
7147,AT3G54610,0,0,0,1,0,0,0,0,0,0,0
7148,AT3G54620,0,0,0,1,1,0,0,1,1,1,0
7149,AT3G54630,0,0,0,0,0,0,1,1,0,1,0
7150,AT3G54640,1,0,0,1,1,0,0,1,1,1,0
7151,AT3G54650,0,0,0,1,1,0,0,1,0,1,0
7152,AT3G54660,0,0,0,1,0,0,0,0,0,0,0
7153,AT3G54670,0,0,0,1,0,0,0,1,0,1,0
7154,AT3G54680,0,0,0,1,0,0,0,0,0,1,0
7155,AT3G54710,0,0,0,0,0,0,0,0,0,0,1
7156,AT3G54750,0,0,0,1,0,0,0,0,0,0,0
7157,AT3G54760,0,0,0,1,0,0,0,0,0,1,0
7158,AT3G54770,0,0,0,0,0,0,0,0,1,0,0
7159,AT3G54780,0,0,0,1,0,0,0,0,0,0,1
7160,AT3G54810,0,0,0,1,1,0,0,0,0,1,0
7161,AT3G54850,0,0,0,1,1,0,0,1,0,1,0
7162,AT3G54860,0,0,0,1,0,0,0,0,0,0,0
7163,AT3G54870,0,0,0,1,0,0,0,0,0,0,0
7164,AT3G54880,0,0,0,0,0,0,0,0,0,1,0
7165,AT3G54930,0,0,0,0,0,0,0,0,0,1,0
7166,AT3G54950,0,0,0,1,1,0,0,1,0,1,0
7167,AT3G54960,0,0,0,1,1,0,0,1,1,1,0
7168,AT3G54980,0,0,0,1,0,0,0,0,0,1,0
7169,AT3G54990,0,0,0,1,0,0,0,0,0,1,0
7170,AT3G55005,0,0,0,1,0,0,0,0,0,0,0
7171,AT3G55010,0,0,0,1,0,0,0,0,0,0,0
7172,AT3G55020,0,0,0,0,0,0,0,0,0,1,0
7173,AT3G55050,0,0,0,1,1,0,0,1,1,1,0
7174,AT3G55060,0,0,0,1,0,0,0,0,0,0,1
7175,AT3G55090,0,0,0,0,0,0,0,0,0,1,0
7176,AT3G55110,1,0,0,0,0,0,1,0,0,1,0
7177,AT3G55130,0,0,0,1,1,0,0,0,0,1,0
7178,AT3G55150,1,0,0,1,1,1,0,1,1,1,0
7179,AT3G55160,0,0,0,0,0,1,1,0,0,1,0
7180,AT3G55200,0,0,0,1,0,0,0,0,0,0,0
7181,AT3G55220,0,0,0,1,0,0,0,0,0,0,0
7182,AT3G55230,0,0,0,1,1,0,0,0,1,0,0
7183,AT3G55240,0,0,0,1,0,0,0,0,0,0,0
7184,AT3G55260,0,0,0,1,0,0,0,0,0,0,0
7185,AT3G55270,0,0,0,1,1,0,0,1,0,1,0
7186,AT3G55290,0,0,0,0,0,0,0,0,0,1,0
7187,AT3G55310,0,0,0,0,0,0,0,0,0,1,0
7188,AT3G55320,0,0,0,1,0,0,0,0,0,1,0
7189,AT3G55340,0,0,0,1,0,0,0,0,0,0,0
7190,AT3G55370,0,0,0,0,0,0,0,0,0,1,0
7191,AT3G55400,0,0,0,1,0,0,0,0,0,0,0
7192,AT3G55410,0,0,0,1,1,0,0,1,0,1,0
7193,AT3G55430,0,0,0,1,1,0,0,1,1,1,0
7194,AT3G55450,0,0,0,1,1,0,0,1,1,1,0
7195,AT3G55470,0,1,0,1,1,0,0,1,1,1,0
7196,AT3G55500,0,0,0,1,0,0,0,0,0,1,0
7197,AT3G55560,0,0,0,1,1,0,0,1,0,1,0
7198,AT3G55600,0,0,0,1,1,0,0,1,0,1,0
7199,AT3G55630,0,1,0,0,0,0,0,0,0,0,0
7200,AT3G55640,0,0,0,1,0,0,0,0,0,0,0
7201,AT3G55646,0,0,0,1,0,0,0,0,0,0,0
7202,AT3G55690,0,0,0,0,0,1,0,0,0,0,1
7203,AT3G55700,0,0,0,1,1,0,0,0,0,1,0
7204,AT3G55730,0,0,0,1,1,0,1,1,1,1,0
7205,AT3G55740,0,0,0,1,1,0,0,1,1,1,0
7206,AT3G55800,0,0,0,1,0,0,0,0,0,0,0
7207,AT3G55820,0,0,0,1,0,0,0,0,0,0,0
7208,AT3G55830,0,0,0,1,1,0,0,0,0,1,0
7209,AT3G55840,1,1,0,1,1,0,0,1,1,1,0
7210,AT3G55880,0,0,0,1,1,0,0,1,0,1,0
7211,AT3G55890,0,0,0,1,0,0,0,0,0,0,0
7212,AT3G55910,0,0,0,1,0,0,0,0,0,1,0
7213,AT3G55950,0,0,0,1,1,0,0,1,1,1,0
7214,AT3G55960,0,0,0,1,1,0,0,1,0,1,0
7215,AT3G55970,1,1,1,1,0,1,1,1,1,1,1
7216,AT3G55980,1,1,1,1,1,1,0,1,1,1,0
7217,AT3G55990,0,0,0,0,0,0,0,0,1,0,0
7218,AT3G56020,0,0,0,0,1,0,0,0,1,1,1
7219,AT3G56030,0,0,0,1,0,0,0,0,0,1,0
7220,AT3G56050,0,0,0,1,1,0,0,1,0,1,0
7221,AT3G56060,0,0,0,1,1,0,0,0,0,0,0
7222,AT3G56080,0,0,0,1,0,0,0,0,0,1,0
7223,AT3G56090,0,0,0,1,0,0,0,0,0,0,0
7224,AT3G56110,0,0,0,1,0,0,0,0,0,0,0
7225,AT3G56150,0,0,0,1,0,0,0,0,0,1,0
7226,AT3G56170,0,0,0,1,1,0,0,0,0,1,0
7227,AT3G56200,0,0,0,1,1,0,1,1,1,1,0
7228,AT3G56220,0,0,0,0,0,1,0,0,0,0,0
7229,AT3G56230,0,0,0,1,0,0,0,0,0,0,0
7230,AT3G56260,0,0,0,1,1,0,0,0,0,0,0
7231,AT3G56270,0,0,0,1,0,0,0,0,0,0,0
7232,AT3G56290,0,0,0,0,0,0,0,0,0,1,0
7233,AT3G56310,0,0,0,1,1,0,0,0,0,1,0
7234,AT3G56320,0,0,0,1,0,0,0,0,0,1,0
7235,AT3G56360,0,0,0,1,1,0,0,0,0,1,0
7236,AT3G56400,0,1,0,1,0,1,0,1,1,1,0
7237,AT3G56410,0,0,0,1,1,1,0,1,1,1,0
7238,AT3G56440,0,0,0,1,0,0,0,0,0,0,0
7239,AT3G56460,0,0,0,1,0,0,0,0,0,0,0
7240,AT3G56470,0,0,0,1,1,0,0,1,1,1,0
7241,AT3G56500,0,0,0,0,1,0,0,1,0,1,0
7242,AT3G56510,0,0,0,1,0,0,0,0,0,0,0
7243,AT3G56550,0,0,0,1,0,0,0,0,0,0,0
7244,AT3G56580,0,0,0,1,0,0,0,0,0,1,0
7245,AT3G56590,0,0,0,1,1,0,0,0,0,0,0
7246,AT3G56620,0,0,1,1,1,0,0,1,1,1,0
7247,AT3G56640,0,0,0,1,0,0,0,0,0,1,0
7248,AT3G56705,1,1,1,0,0,1,1,0,1,1,0
7249,AT3G56710,1,1,0,1,1,0,0,1,1,1,1
7250,AT3G56740,0,0,0,0,0,0,0,0,0,1,0
7251,AT3G56790,0,0,0,1,1,0,0,1,1,1,0
7252,AT3G56800,0,0,0,1,1,0,0,1,0,1,0
7253,AT3G56810,0,0,0,0,0,0,0,0,1,1,1
7254,AT3G56820,0,0,0,1,0,0,0,0,0,0,0
7255,AT3G56825,1,0,1,0,0,1,1,0,1,1,0
7256,AT3G56840,0,0,0,0,0,0,0,0,0,1,0
7257,AT3G56870,0,0,0,1,0,0,1,1,0,0,0
7258,AT3G56880,0,1,0,1,1,0,0,1,1,1,0
7259,AT3G56891,0,0,0,1,0,0,0,0,1,0,0
7260,AT3G57020,0,0,0,0,0,0,0,0,0,1,0
7261,AT3G57030,0,0,0,1,0,0,0,0,0,0,0
7262,AT3G57060,0,0,0,1,0,0,0,0,0,0,0
7263,AT3G57070,0,0,0,1,1,0,0,0,0,1,0
7264,AT3G57090,0,0,0,1,1,0,0,0,0,0,0
7265,AT3G57120,0,0,0,1,1,0,0,1,1,1,0
7266,AT3G57130,0,0,0,1,0,1,1,1,0,1,0
7267,AT3G57160,0,0,0,0,0,0,0,0,0,0,1
7268,AT3G57170,0,0,0,1,0,0,0,0,0,0,0
7269,AT3G57190,0,0,0,1,0,0,0,0,0,0,0
7270,AT3G57220,0,0,0,1,0,0,0,0,0,0,0
7271,AT3G57230,0,0,0,1,0,0,0,1,0,0,0
7272,AT3G57240,1,0,0,1,1,0,0,1,1,1,0
7273,AT3G57260,0,0,0,1,0,1,0,1,0,0,0
7274,AT3G57280,0,1,0,1,1,0,0,1,1,1,0
7275,AT3G57330,0,0,0,1,1,0,0,1,1,1,0
7276,AT3G57340,0,0,0,1,1,0,0,1,0,1,0
7277,AT3G57350,0,0,0,1,0,0,0,0,0,0,0
7278,AT3G57380,0,0,0,1,1,0,0,1,1,1,0
7279,AT3G57390,0,0,0,1,0,0,0,1,0,1,0
7280,AT3G57420,0,0,0,1,1,0,0,0,0,0,0
7281,AT3G57430,0,0,0,1,0,0,0,0,0,0,0
7282,AT3G57440,0,0,0,0,0,0,0,0,0,1,0
7283,AT3G57450,0,1,0,1,1,0,0,1,1,1,0
7284,AT3G57460,1,1,0,1,1,0,0,1,1,1,0
7285,AT3G57480,0,0,0,1,1,0,0,1,1,1,0
7286,AT3G57490,0,0,0,1,0,0,0,0,0,0,0
7287,AT3G57520,0,0,0,1,1,0,0,0,0,0,0
7288,AT3G57530,1,1,0,1,1,0,0,1,1,1,0
7289,AT3G57540,0,0,0,0,0,0,0,0,1,1,0
7290,AT3G57550,0,0,0,1,1,0,0,1,1,1,0
7291,AT3G57560,0,0,0,1,0,0,0,0,0,0,0
7292,AT3G57570,0,0,0,1,0,0,0,0,0,0,0
7293,AT3G57610,0,0,0,1,0,0,0,0,0,0,0
7294,AT3G57630,0,0,0,1,1,0,0,1,1,1,0
7295,AT3G57640,1,1,0,1,1,0,0,1,1,1,0
7296,AT3G57645,1,0,1,1,1,0,1,1,1,1,0
7297,AT3G57650,0,0,0,1,0,0,0,0,0,0,0
7298,AT3G57660,0,0,0,1,0,1,0,0,0,0,0
7299,AT3G57730,1,1,0,1,1,0,0,1,1,1,0
7300,AT3G57740,0,0,0,1,1,0,0,1,1,1,0
7301,AT3G57750,0,0,0,1,1,0,0,1,1,1,0
7302,AT3G57760,0,0,0,1,1,0,0,1,1,1,0
7303,AT3G57765,1,0,1,0,0,1,1,0,1,1,0
7304,AT3G57780,0,0,0,1,0,0,0,0,0,0,0
7305,AT3G57790,0,0,0,1,0,0,0,0,0,0,0
7306,AT3G57800,0,0,0,1,0,0,0,0,0,0,0
7307,AT3G57870,0,0,0,1,0,0,0,0,0,0,0
7308,AT3G57880,0,0,0,1,1,0,0,1,1,1,0
7309,AT3G57890,0,0,0,1,1,0,0,0,0,1,0
7310,AT3G57910,0,0,0,1,0,0,0,0,0,0,0
7311,AT3G57930,0,0,0,0,0,0,0,0,1,0,0
7312,AT3G57970,0,0,0,1,0,0,0,1,0,1,0
7313,AT3G57980,0,0,0,1,0,0,0,0,0,1,0
7314,AT3G58010,0,0,0,1,0,0,0,0,0,0,0
7315,AT3G58030,0,0,0,1,0,0,0,0,0,1,0
7316,AT3G58050,0,0,0,1,1,0,0,1,0,1,0
7317,AT3G58110,0,0,0,1,1,0,0,1,0,1,0
7318,AT3G58200,0,0,0,0,0,1,0,0,0,0,0
7319,AT3G58380,0,0,0,0,0,0,0,0,0,1,0
7320,AT3G58430,0,0,0,1,0,0,0,0,0,0,0
7321,AT3G58460,0,0,0,1,0,0,0,0,0,0,0
7322,AT3G58470,0,0,0,1,0,0,0,0,0,0,0
7323,AT3G58490,0,0,0,1,1,0,0,1,1,1,0
7324,AT3G58540,1,0,0,0,0,0,0,1,0,0,0
7325,AT3G58560,0,0,0,1,0,0,0,0,0,0,0
7326,AT3G58570,0,0,0,1,0,0,0,0,0,1,0
7327,AT3G58580,0,0,0,1,0,0,0,0,0,0,0
7328,AT3G58600,0,0,0,1,1,0,0,1,0,1,0
7329,AT3G58610,0,0,0,1,0,0,0,0,0,0,0
7330,AT3G58620,0,0,0,1,1,0,0,0,0,0,0
7331,AT3G58640,0,0,0,0,0,0,0,0,0,1,0
7332,AT3G58650,0,0,0,0,0,0,0,0,0,0,1
7333,AT3G58690,0,0,0,1,0,0,0,0,0,0,0
7334,AT3G58720,0,0,0,0,0,0,0,0,0,0,1
7335,AT3G58730,0,0,0,1,0,0,0,0,0,0,0
7336,AT3G58770,0,0,0,0,1,0,0,0,0,0,0
7337,AT3G58780,0,0,0,1,1,0,0,1,0,0,0
7338,AT3G58810,0,0,0,1,0,0,0,0,0,0,0
7339,AT3G58840,0,0,0,0,0,0,0,0,0,1,0
7340,AT3G58850,0,0,0,0,0,0,0,0,0,0,1
7341,AT3G58930,0,0,0,1,0,0,0,0,0,0,0
7342,AT3G58980,0,0,0,0,0,0,0,0,0,1,0
7343,AT3G59010,0,0,0,0,1,0,0,0,0,0,0
7344,AT3G59020,0,0,0,1,1,0,0,0,0,0,0
7345,AT3G59080,1,1,0,1,1,0,0,1,1,1,0
7346,AT3G59140,1,0,0,1,0,0,0,1,1,1,0
7347,AT3G59150,0,0,0,0,0,0,0,0,0,1,0
7348,AT3G59200,0,0,0,1,0,0,0,0,0,0,0
7349,AT3G59220,0,0,0,1,0,0,0,1,1,1,0
7350,AT3G59230,0,0,0,1,0,0,0,0,0,0,0
7351,AT3G59270,0,0,0,1,0,0,0,0,0,0,0
7352,AT3G59280,0,0,0,1,1,0,0,1,0,1,0
7353,AT3G59290,0,0,0,1,1,0,0,1,1,1,0
7354,AT3G59300,0,0,0,0,0,0,0,0,0,1,0
7355,AT3G59310,1,1,0,1,1,0,0,1,1,1,0
7356,AT3G59320,0,0,0,0,0,0,0,0,0,1,0
7357,AT3G59330,0,1,0,0,0,0,0,0,0,1,0
7358,AT3G59340,0,0,0,0,0,0,0,0,0,1,0
7359,AT3G59350,0,0,0,1,1,0,0,1,1,1,0
7360,AT3G59360,0,0,0,1,0,0,0,0,0,0,0
7361,AT3G59370,0,0,0,0,0,0,0,0,0,0,1
7362,AT3G59380,0,0,0,1,0,0,0,0,0,0,0
7363,AT3G59410,0,0,0,0,0,0,0,1,0,1,0
7364,AT3G59440,0,0,0,1,0,0,0,0,0,1,0
7365,AT3G59480,0,0,0,0,1,0,0,0,0,0,0
7366,AT3G59500,0,0,0,1,0,0,0,1,0,0,0
7367,AT3G59510,0,0,0,0,1,0,0,0,0,0,0
7368,AT3G59520,0,0,0,0,0,0,0,0,0,1,0
7369,AT3G59530,0,0,0,0,0,0,0,0,0,1,0
7370,AT3G59550,0,0,0,1,0,0,0,1,0,0,0
7371,AT3G59570,0,0,0,1,1,0,0,1,0,1,0
7372,AT3G59600,0,0,0,1,0,0,0,0,0,0,0
7373,AT3G59630,0,0,0,1,0,0,0,0,0,0,0
7374,AT3G59660,0,0,0,1,1,0,0,1,1,1,0
7375,AT3G59680,0,0,0,0,0,1,0,0,0,0,0
7376,AT3G59690,0,0,0,0,0,0,0,1,0,1,0
7377,AT3G59700,1,1,0,1,1,0,0,1,1,1,0
7378,AT3G59710,0,0,0,0,0,0,0,0,0,1,0
7379,AT3G59730,0,0,0,0,0,0,1,0,0,0,0
7380,AT3G59750,1,1,0,1,1,0,0,1,1,1,0
7381,AT3G59760,0,0,0,1,1,0,0,1,0,1,0
7382,AT3G59770,0,0,0,1,0,0,0,0,0,1,0
7383,AT3G59800,0,0,0,1,0,0,0,0,0,0,0
7384,AT3G59810,0,0,0,1,0,0,0,0,0,0,0
7385,AT3G59820,0,0,0,1,0,0,0,0,0,0,0
7386,AT3G59880,1,1,0,1,1,0,0,1,1,1,0
7387,AT3G59900,0,0,0,1,1,0,0,1,1,1,0
7388,AT3G59910,0,0,0,0,0,0,0,0,0,1,0
7389,AT3G59920,0,0,0,1,1,0,0,0,0,1,0
7390,AT3G59930,0,0,0,0,0,0,0,0,1,0,0
7391,AT3G59950,0,0,0,0,0,0,0,1,0,1,0
7392,AT3G59970,0,0,0,0,0,0,0,1,0,0,0
7393,AT3G60030,0,0,0,1,1,0,0,0,0,0,0
7394,AT3G60070,0,0,0,0,0,0,0,0,0,1,0
7395,AT3G60080,0,0,0,1,1,0,0,0,0,1,0
7396,AT3G60110,0,0,0,1,1,0,0,1,1,1,0
7397,AT3G60120,0,0,0,1,1,0,0,1,1,1,0
7398,AT3G60130,0,0,0,1,0,0,0,0,0,0,0
7399,AT3G60140,0,0,0,1,1,0,0,1,1,1,0
7400,AT3G60150,0,1,0,0,0,0,0,0,0,0,0
7401,AT3G60160,0,0,0,1,0,0,0,0,1,0,0
7402,AT3G60190,0,0,0,0,0,0,0,1,0,0,0
7403,AT3G60200,0,0,0,1,1,0,0,0,0,1,0
7404,AT3G60240,0,0,0,1,0,0,0,0,0,1,0
7405,AT3G60260,0,0,0,1,1,0,0,1,0,0,0
7406,AT3G60270,0,0,0,1,1,0,0,0,1,1,0
7407,AT3G60286,0,0,0,1,0,0,0,0,0,1,0
7408,AT3G60350,0,0,0,1,0,0,0,0,0,0,0
7409,AT3G60360,0,0,0,1,0,0,0,0,0,0,0
7410,AT3G60390,0,0,0,1,0,0,0,0,0,0,0
7411,AT3G60400,0,0,0,0,0,0,0,0,0,1,0
7412,AT3G60410,0,0,0,0,0,0,0,0,0,1,0
7413,AT3G60420,1,1,0,1,1,0,0,1,1,1,0
7414,AT3G60440,0,0,0,1,0,0,0,0,0,0,0
7415,AT3G60450,0,0,0,1,0,0,0,0,0,0,0
7416,AT3G60490,0,0,0,0,0,0,0,0,0,1,0
7417,AT3G60540,0,1,0,1,1,1,0,1,1,1,0
7418,AT3G60550,0,0,1,1,0,0,0,0,1,1,0
7419,AT3G60580,0,0,0,1,1,0,0,1,1,1,0
7420,AT3G60600,0,0,0,1,1,0,0,1,1,1,0
7421,AT3G60630,0,0,0,1,0,0,0,0,0,0,0
7422,AT3G60660,0,0,0,0,0,0,0,1,0,0,0
7423,AT3G60670,0,0,0,1,0,0,0,0,0,1,0
7424,AT3G60680,0,0,0,1,1,0,0,1,1,1,0
7425,AT3G60690,0,0,0,1,1,0,0,1,0,1,0
7426,AT3G60700,0,0,0,1,1,0,0,0,0,0,0
7427,AT3G60710,0,0,0,0,0,0,0,0,0,1,0
7428,AT3G60750,0,0,0,1,0,0,0,0,0,1,0
7429,AT3G60800,0,0,0,1,1,0,0,1,0,1,0
7430,AT3G60840,0,0,0,0,0,0,0,0,0,0,1
7431,AT3G60850,0,0,0,0,1,0,0,0,0,0,0
7432,AT3G60860,0,0,0,1,1,0,0,1,1,1,0
7433,AT3G60880,0,0,0,1,0,0,0,0,0,0,0
7434,AT3G60890,1,1,1,0,0,1,1,1,1,0,0
7435,AT3G60900,1,0,0,0,0,0,1,0,1,1,0
7436,AT3G60940,0,0,0,0,0,0,0,0,0,1,0
7437,AT3G60955,0,0,0,1,0,0,0,1,0,0,0
7438,AT3G60961,0,1,0,0,0,0,0,0,0,0,0
7439,AT3G60966,0,0,0,1,0,0,0,1,1,1,0
7440,AT3G60970,0,0,0,1,0,0,1,0,0,1,0
7441,AT3G60980,0,0,0,1,0,0,0,0,0,0,0
7442,AT3G61010,0,0,0,0,0,0,0,0,0,1,0
7443,AT3G61030,0,0,0,0,0,0,0,1,0,0,0
7444,AT3G61050,0,0,0,1,0,0,0,0,0,0,0
7445,AT3G61060,0,1,0,0,1,0,0,0,0,0,0
7446,AT3G61070,0,0,0,1,0,0,0,0,0,0,0
7447,AT3G61140,0,0,0,1,1,0,0,1,0,1,0
7448,AT3G61150,0,0,0,1,1,0,0,0,0,1,0
7449,AT3G61160,0,0,0,1,0,0,0,0,0,1,0
7450,AT3G61180,0,0,0,0,1,0,0,0,0,0,0
7451,AT3G61190,1,1,1,1,1,0,0,1,1,1,0
7452,AT3G61198,0,0,0,0,1,0,0,0,0,1,1
7453,AT3G61200,0,0,0,1,0,0,0,0,0,0,0
7454,AT3G61240,0,0,0,1,0,0,0,0,0,0,0
7455,AT3G61250,0,0,0,0,0,0,1,0,0,0,0
7456,AT3G61270,0,0,0,0,0,0,0,0,0,1,0
7457,AT3G61280,1,1,0,1,1,0,0,1,1,1,0
7458,AT3G61300,0,0,0,1,1,0,0,0,0,0,0
7459,AT3G61310,0,0,0,1,0,0,1,0,0,0,0
7460,AT3G61320,0,0,0,0,0,0,0,0,0,1,0
7461,AT3G61350,0,0,0,1,0,0,0,0,0,1,0
7462,AT3G61390,0,0,0,1,1,0,0,0,1,1,0
7463,AT3G61400,1,0,0,1,0,0,0,0,1,1,0
7464,AT3G61420,0,0,0,1,0,0,0,0,0,0,0
7465,AT3G61430,0,0,0,1,0,0,0,0,0,0,0
7466,AT3G61440,0,0,0,1,1,0,0,1,0,1,0
7467,AT3G61450,0,1,0,1,1,0,0,1,0,1,0
7468,AT3G61460,0,0,0,1,1,0,0,0,1,1,0
7469,AT3G61480,0,0,0,1,0,0,0,0,0,1,0
7470,AT3G61490,0,0,0,1,0,0,0,0,0,0,1
7471,AT3G61520,0,0,0,1,0,0,0,0,0,0,0
7472,AT3G61530,0,0,0,0,0,0,0,0,0,1,0
7473,AT3G61540,0,0,0,1,0,0,0,0,0,0,0
7474,AT3G61570,0,0,0,1,1,0,0,0,0,1,0
